TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note,timePoint
91,12/8/2021,Porites astreoides,252,4562.6,19525,7.95,0,11,,T12
92,12/8/2021,Porites astreoides,101,3958.9,19206.9,28.72,0,20.8,,T12
93,12/8/2021,Porites astreoides,118,4135.1,21545.1,43.89,0,27.5,,T12
94,12/8/2021,Siderastrea siderea,255,4700.5,22301.4,43.68,0,27.3,,T12
95,12/8/2021,Porites astreoides,256,3460,23121.1,17.07,0,16.3,,T12
96,12/8/2021,Porites astreoides,117,9387.4,21577,27.55,0,21,,T12
97,12/8/2021,Siderastrea siderea,116,9401.9,21835.2,33.34,0,27.3,,T12
98,12/8/2021,"Montastraea cavernosa
",259,17313.2,20073.1,9.25,0,13.9,,T12
99,12/8/2021,Siderastrea siderea,260,16974.8,20267.8,14.14,0,16.8,,T12
100,12/8/2021,Siderastrea siderea,97,18310.1,20622.3,3.7,0,9.6,,T12
101,12/8/2021,Siderastrea siderea,95,23618.5,20424.6,61.19,0,51.9,,T12
102,12/8/2021,Siderastrea siderea,263,24105.6,19213.1,5.39,0,11.9,,T12
103,12/8/2021,Siderastrea siderea,264,28100.7,20372.8,10.93,0,14,,T12
104,12/8/2021,Siderastrea siderea,265,14212.9,19693.4,10.8,0,12.9,,T12
105,12/8/2021,Siderastrea siderea,266,19149.3,21188,4.21,0,8.1,,T12
106,12/8/2021,Porites astreoides,267,17662.7,21489.5,8.75,0,11.3,,T12
107,12/8/2021,Siderastrea siderea,268,17685,21282.7,13.95,0,24.9,,T12
108,12/8/2021,Porites astreoides,269,10650.6,23156.3,7.28,0,10.3,,T12
109,12/8/2021,Siderastrea siderea,270,4088.9,24513.2,16.57,0,16.4,,T12
110,12/8/2021,Siderastrea siderea,130,1435.2,26522.5,68.27,0,32.6,,T12
111,12/8/2021,Porites porites,272,2247.1,25889.9,58.51,0,41.8,,T12
112,12/8/2021,Porites astreoides,273,4814.5,25775.4,25.08,0,21.5,,T12
113,12/8/2021,Agaricia agaricites,274,5156.5,26835,33.66,0,23.6,,T12
114,12/8/2021,Agaricia agaricites,132,3553.2,27170.3,30.35,0,22.2,,T12
115,12/8/2021,Agaricia agaricites,131,3129,26490.4,19.48,0,18.4,,T12
