TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note,timePoint
0,8/19/2020,Porites astreoides,0,3140,2125.1,6.9,0,12.3,,T0
2,8/19/2020,Porites astreoides,2,5362.4,2825.3,83.49,0,35.2,,T0
3,8/19/2020,Siderastrea siderea,3,7092.6,2938.2,2.92,0,7.6,,T0
4,8/19/2020,Porites astreoides,4,7391.4,3068.2,4.49,0,8.2,,T0
5,8/19/2020,Siderastrea siderea,5,12215.4,2960.1,16.31,0,20.2,,T0
6,8/19/2020,Porites astreoides,6,14777.7,3037.1,23.89,0,21.1,,T0
8,8/19/2020,Siderastrea siderea,8,15976,2576.3,0.61,0,3.3,,T0
9,8/19/2020,Siderastrea siderea,9,15951.1,2625.7,1.96,0,5.5,,T0
11,8/19/2020,Siderastrea siderea,11,15901.8,2665.6,1.22,0,5.9,,T0
7,8/19/2020,Siderastrea siderea,7,16079.7,2711.3,94.33,0,52.4,,T0
12,8/19/2020,Porites astreoides,12,19114.5,2680.6,69.68,0,52.8,,T0
14,8/19/2020,Siderastrea siderea,14,27700.5,1999.2,6.72,0,10.4,,T0
13,8/19/2020,Siderastrea siderea,13,27627.1,1927.6,8.82,0,12,,T0
15,8/19/2020,Siderastrea siderea,15,28304.4,3041.8,6.64,0,11,,T0
16,8/19/2020,Siderastrea siderea,16,4208.1,3538.3,45.58,0,37,,T0
17,8/19/2020,Siderastrea siderea,17,5523.6,4989.5,21.87,0,26.2,,T0
18,8/19/2020,Porites astreoides,18,8320.9,3980.9,4.7,0,8.7,,T0
19,8/19/2020,Porites astreoides,19,28228.2,5254.1,19.62,0,19.4,,T0
20,8/19/2020,Siderastrea siderea,20,20432.3,5834.8,2.92,0,6.7,,T0
21,8/19/2020,Siderastrea siderea,21,17652.8,4683.2,21.94,0,23.9,,T0
22,8/19/2020,Dichocoenia stokesi,22,3229.9,5464.2,4.78,0,8.5,,T0
23,8/19/2020,Porites astreoides,23,1493.9,6272.1,22.31,0,25.1,,T0
25,8/19/2020,Porites astreoides,25,17185.6,6744,56.58,0,40.4,,T0
26,8/19/2020,Porites astreoides,26,18219.3,6017.7,10.88,0,18.6,,T0
27,8/19/2020,Porites astreoides,27,18113.1,6123.6,11.22,0,14.6,,T0
28,8/19/2020,Siderastrea siderea,28,30394.2,6404.9,50.81,0,32.3,,T0
29,8/19/2020,Porites astreoides,29,2987.3,7066.1,12.38,0,17.9,,T0
30,8/19/2020,Porites astreoides,30,3094.5,7116.7,2.24,0,6.2,,T0
31,8/19/2020,Porites astreoides,31,2150.8,8173.1,4.32,0,8.5,,T0
32,8/19/2020,Porites astreoides,32,7566.5,7788.2,6.45,0,10.7,,T0
33,8/19/2020,Porites astreoides,33,8780.5,8360.2,7.7,0,12.9,,T0
34,8/19/2020,Siderastrea siderea,34,11408.5,7581.6,331.08,0,95.7,,T0
35,8/19/2020,Porites astreoides,35,23484.7,8331.9,14.86,0,15.1,,T0
36,8/19/2020,Porites astreoides,36,28140.8,10102.5,15.76,0,16.6,,T0
37,8/19/2020,Siderastrea siderea,37,27819.6,9409.8,2.53,0,7.1,,T0
38,8/19/2020,Porites astreoides,38,14600.7,9121.6,8.46,0,14.4,,T0
39,8/19/2020,Porites astreoides,39,5998.5,9384.2,3.25,0,7,,T0
40,8/19/2020,Porites astreoides,40,15448.8,9885.1,33.1,0,26.9,,T0
41,8/19/2020,Siderastrea siderea,41,14808.2,10380.7,5.31,0,9.6,,T0
42,8/19/2020,Siderastrea siderea,42,14748.8,10469.5,5.64,0,11.1,,T0
43,8/19/2020,Porites astreoides,43,14524,10628.6,25.24,0,29.9,,T0
44,8/19/2020,Porites astreoides,44,16991.3,10682.7,15.27,0,15.9,,T0
45,8/19/2020,Porites astreoides,45,20210.8,10727.5,9.34,0,11.6,,T0
46,8/19/2020,Porites astreoides,46,20044.2,10847.6,10.28,0,13.5,,T0
47,8/19/2020,Porites astreoides,47,20349.7,10875.9,13.01,0,20.6,,T0
48,8/19/2020,Siderastrea siderea,48,21061.5,10410.1,33.51,0,35.7,,T0
50,8/19/2020,Siderastrea siderea,51,6745.3,10506.6,4.89,0,11.1,,T0
51,8/19/2020,Siderastrea siderea,51,6745.4,10563.9,1.01,0,4.9,,T0
52,8/19/2020,Porites astreoides,52,2483.1,11001.6,5.1,0,9.1,,T0
53,8/19/2020,Siderastrea siderea,53,2417.2,11264.3,13.79,0,18.3,,T0
54,8/19/2020,Siderastrea siderea,54,2030.8,11251.8,15.41,0,15.8,,T0
55,8/19/2020,Siderastrea siderea,55,6578.6,11434.4,50.01,0,36.6,,T0
56,8/19/2020,Porites astreoides,56,7163.6,12040.5,45.91,0,26.4,,T0
57,8/19/2020,Porites astreoides,57,20361.7,11962.3,15.32,0,18.6,,T0
58,8/19/2020,Porites astreoides,58,24516.9,12177.7,67.76,0,33.3,,T0
59,8/19/2020,Porites astreoides,59,24135.4,13684.9,54.15,0,39.7,,T0
60,8/19/2020,Siderastrea siderea,60,18641.2,13729.3,52.48,0,31.2,,T0
61,8/19/2020,Siderastrea siderea,61,16445.9,13297.1,28.33,0,25.5,,T0
62,8/19/2020,Siderastrea siderea,62,14699.4,13420.8,27.35,0,39.6,,T0
63,8/19/2020,Porites astreoides,63,7413.6,12767,28.22,0,28.1,,T0
64,8/19/2020,Pseudodiploria strigosa,64,3129,12602.8,14.04,0,14.5,,T0
65,8/19/2020,Siderastrea siderea,65,2497.7,12895.3,52.42,0,28.1,,T0
66,8/19/2020,Siderastrea siderea,66,1358.3,13693.7,10.78,0,17.1,,T0
67,8/19/2020,Dichocoenia stokesi,67,12288.3,14260.3,4.13,0,7.8,,T0
69,8/19/2020,Porites astreoides,69,23630.2,15162.7,22.58,0,24.9,,T0
68,8/19/2020,Porites astreoides,68,23857.9,15041.9,20.8,0,17.5,,T0
70,8/19/2020,Porites astreoides,70,23940.6,14655.4,4.31,0,8.2,,T0
71,8/19/2020,Siderastrea siderea,71,17365.2,14525.5,6.85,0,10.3,,T0
72,8/19/2020,Porites astreoides,72,17137.4,14491.6,3.82,0,7.9,,T0
73,8/19/2020,Porites astreoides,73,10222.6,14973.8,116.59,0,41.4,,T0
74,8/19/2020,Porites astreoides,74,9599.7,14588.9,8.24,0,12,,T0
75,8/19/2020,Porites astreoides,75,2509.8,15483.3,7.68,0,11.6,,T0
76,8/19/2020,Porites astreoides,76,3472.6,16350.1,46.64,0,33.1,,T0
77,8/19/2020,Siderastrea siderea,78,12284.7,15738.7,10.52,0,16.2,,T0
78,8/19/2020,Siderastrea siderea,78,12240.5,15819,8.2,0,12.8,,T0
79,8/19/2020,Porites astreoides,79,15251,15734,10.5,0,14.3,,T0
80,8/19/2020,Siderastrea siderea,80,16085,16247.5,12.32,0,14.3,,T0
81,8/19/2020,Siderastrea siderea,81,22865.9,15674.8,31.96,0,33.6,,T0
82,8/19/2020,Siderastrea siderea,82,29548.8,17061.3,29.42,0,25.3,,T0
83,8/19/2020,Porites astreoides,83,16503.4,17009.9,10.75,0,12.9,,T0
84,8/19/2020,Siderastrea siderea,84,13717.4,17092.6,3.66,0,7.9,,T0
85,8/19/2020,Porites astreoides,85,4954.4,18310.8,15.17,0,16.1,,T0
86,8/19/2020,Porites astreoides,86,5198.2,18363.3,10.76,0,12.7,,T0
87,8/19/2020,Siderastrea siderea,87,13289.1,18320.3,5.37,0,9.4,,T0
88,8/19/2020,Siderastrea siderea,88,15759.4,18500.4,6.56,0,9.9,,T0
89,8/19/2020,Porites astreoides,89,21904.1,18802.9,80.4,0,35.8,,T0
90,8/19/2020,Siderastrea siderea,90,23958.8,19125.3,4.46,0,8.7,,T0
91,8/19/2020,Porites astreoides,91,23868.6,19541.9,6.87,0,14.4,,T0
92,8/19/2020,Porites astreoides,92,25669.1,18619.3,14.46,0,15.9,,T0
93,8/19/2020,Porites astreoides,93,30154.4,18747.6,9.41,0,12.1,,T0
94,8/19/2020,Porites astreoides,94,30190.8,19081.4,6.75,0,10.1,,T0
95,8/19/2020,Siderastrea siderea,95,23471.5,20331,68.96,0,33.5,,T0
96,8/19/2020,Porites astreoides,96,18157.3,19414.4,12.1,0,14.7,,T0
97,8/19/2020,Siderastrea siderea,97,18201.5,20508.6,2.49,0,6.4,,T0
98,8/19/2020,Siderastrea siderea,98,14710.7,19841.9,23.69,0,19.9,,T0
99,8/19/2020,Siderastrea siderea,99,5406.3,19192.9,22.38,0,20,,T0
100,8/19/2020,Porites astreoides,100,5311.3,18834.5,21.27,0,18.7,,T0
