Blob id	Class name	Centroid x	Centroid y	Coral area	Coral perimeter	Coral note
86.0	Porites astreoides	20486.3	13277.5	137.86	48.9	
87.0	Porites astreoides	20447.6	12974.4	25.09	19.8	
88.0	Siderastrea spp.	25222.9	13610.8	193.4	58.4	
89.0	Porites astreoides	9497.8	13130.1	42.25	25.8	
90.0	Xestospongia muta	8914.5	12649.2	2409.72	196.4	
91.0	Stephannocoenia intersepta	4803.1	11980.8	44.24	41.7	
92.0	Porites astreoides	16388.8	12276.1	115.96	45.6	
93.0	Porites astreoides	12493.2	11970.6	115.06	53.3	
94.0	Porites astreoides	1707.8	11494.6	118.78	45.6	
95.0	Stephannocoenia intersepta	7659.4	11503.6	50.36	30.8	
96.0	Porites astreoides	13025.5	11218.8	167.77	52.5	
97.0	Porites astreoides	14377.6	11501.1	74.03	34.3	
98.0	Porites astreoides	17198.3	11736.0	78.56	38.5	
99.0	Porites astreoides	20372.1	10979.4	372.2	75.1	
100.0	Stephannocoenia intersepta	25574.3	11019.4	70.48	36.7	
101.0	Porites astreoides	25074.6	10908.1	85.89	42.2	
102.0	Siderastrea spp.	17397.7	10410.8	165.43	52.0	
103.0	Porites astreoides	16825.3	10841.5	45.43	26.8	
104.0	Porites astreoides	16958.0	10929.9	81.99	48.4	
105.0	Porites astreoides	16736.3	10979.0	24.95	24.9	
106.0	Porites astreoides	16239.6	10534.7	84.7	38.3	
107.0	Siderastrea spp.	9495.6	10311.3	1650.0	187.2	
108.0	Dichocoenia stokesii	2849.9	10510.5	23.73	18.7	
109.0	Porites astreoides	990.0	10582.5	170.17	64.2	
110.0	Siderastrea spp.	4491.6	9663.9	116.02	44.8	
111.0	Siderastrea spp.	3183.7	8848.1	240.71	63.3	
112.0	Porites astreoides	10464.5	9022.1	397.25	77.1	
113.0	Porites astreoides	22676.3	8637.4	70.59	37.2	
114.0	Porites astreoides	6398.9	8301.6	18.87	16.8	
115.0	Porites astreoides	13677.2	8470.9	301.23	74.8	
116.0	Porites astreoides	18790.1	8314.1	81.11	36.9	
117.0	Porites astreoides	14251.6	7807.1	62.63	42.9	
118.0	Porites astreoides	14316.0	7695.2	50.04	42.6	
119.0	Siderastrea spp.	5253.1	7791.4	16.54	16.6	
120.0	Porites astreoides	3908.2	8063.8	420.2	78.9	
121.0	Siderastrea spp.	3529.5	8150.1	142.2	48.5	
122.0	Siderastrea spp.	5475.3	7204.6	8.59	12.3	
123.0	Stephannocoenia intersepta	15952.3	7090.1	16.01	16.7	
124.0	Siderastrea spp.	4382.0	6898.2	139.14	59.1	
125.0	Porites astreoides	11090.2	6211.1	131.51	49.6	
126.0	Siderastrea spp.	12011.5	5688.3	540.34	115.6	
127.0	Siderastrea spp.	23611.7	5372.0	222.13	68.4	
128.0	Porites astreoides	14297.7	4993.4	381.7	94.5	
129.0	Siderastrea spp.	13021.9	4211.7	72.66	42.6	
130.0	Siderastrea spp.	20589.8	2609.7	45.13	32.5	
131.0	Siderastrea spp.	20667.9	2646.2	50.13	27.5	
132.0	Porites astreoides	22442.6	1684.6	175.48	55.1	
