Blob id	Class name	Centroid x	Centroid y	Coral area	Coral perimeter	Coral note
0.0	Siderastrea spp.	10396.2	29804.2	158.4	49.5	
1.0	Siderastrea spp.	12136.7	28403.4	94.63	44.8	
2.0	Siderastrea spp.	12336.9	28502.7	196.32	76.5	
3.0	Porites astreoides	14414.8	28090.8	327.79	77.2	
4.0	Porites astreoides	14259.7	28019.2	38.18	24.4	
5.0	Porites astreoides	14317.9	27895.3	72.17	34.5	
6.0	Porites astreoides	14468.4	27904.6	58.37	29.8	
7.0	Siderastrea spp.	10565.8	27887.1	31.05	22.0	
8.0	Siderastrea spp.	5908.7	26690.9	290.97	66.9	
9.0	Agaricia spp.	7626.0	26746.5	96.99	39.6	
10.0	Porites astreoides	19094.8	26580.8	229.41	68.1	
11.0	Madracis decactis	6411.7	26065.3	287.68	90.1	
12.0	Agaricia spp.	7188.6	26317.0	43.39	25.5	
13.0	Agaricia spp.	8769.4	26163.3	137.02	47.8	
14.0	Siderastrea spp.	16699.6	25922.1	196.78	57.7	
15.0	Siderastrea spp.	19958.6	25510.8	230.62	60.9	
16.0	Porites astreoides	21221.1	24722.4	181.49	54.1	
17.0	Porites astreoides	9395.0	24483.5	321.27	110.2	
18.0	Siderastrea spp.	10555.4	24372.3	379.73	79.8	
19.0	Siderastrea spp.	19128.3	23954.6	70.45	33.5	
20.0	Siderastrea spp.	19311.3	24033.1	57.42	29.7	
21.0	Siderastrea spp.	25464.7	22907.7	85.06	39.3	
22.0	Porites astreoides	19369.1	23344.9	237.75	64.1	
23.0	Siderastrea spp.	8666.6	23221.6	112.94	42.3	
24.0	Siderastrea spp.	7475.7	22841.1	236.79	66.1	
25.0	Porites astreoides	12575.1	22593.5	265.35	94.8	
26.0	Porites astreoides	14081.1	22848.1	51.36	28.5	
27.0	Siderastrea spp.	17132.9	22981.0	75.57	35.2	
28.0	Madracis spp.	25639.7	22413.4	193.09	66.2	
29.0	Xestospongia muta	22566.9	22269.6	9258.25	391.6	
30.0	Siderastrea spp.	10929.9	21499.4	131.05	45.7	
31.0	Porites astreoides	10851.3	21311.4	87.27	39.3	
32.0	Porites astreoides	20415.7	21425.1	139.68	47.0	
33.0	Siderastrea spp.	22876.9	21015.7	324.55	72.7	
34.0	Siderastrea spp.	27676.8	20134.1	160.68	53.3	
35.0	Montastraea cavernosa	17012.9	20467.4	26.11	21.0	
36.0	Siderastrea spp.	14042.8	20462.5	48.26	29.5	
37.0	Siderastrea spp.	14049.3	20324.3	37.77	24.8	
38.0	Siderastrea spp.	7421.6	20447.4	135.24	48.1	
39.0	Porites astreoides	6277.2	20663.0	96.86	38.5	
40.0	Porites astreoides	7260.0	20168.4	159.75	56.5	
41.0	Siderastrea spp.	23148.3	19601.4	113.39	41.1	
42.0	Siderastrea spp.	23454.0	19508.2	212.57	60.1	
43.0	Porites astreoides	25136.3	19732.5	159.27	50.6	
44.0	Siderastrea spp.	28940.0	20089.7	112.09	50.0	
45.0	Siderastrea spp.	21541.9	18887.2	249.11	63.3	
46.0	Siderastrea spp.	20241.3	19058.0	43.6	32.0	
47.0	Siderastrea spp.	17048.2	19318.9	61.38	34.9	
48.0	Porites astreoides	16354.6	19406.1	34.51	22.8	
49.0	Xestospongia muta	11313.5	19536.9	5521.68	368.3	
50.0	Porites astreoides	5359.5	18722.8	241.12	62.2	
51.0	Siderastrea spp.	18501.7	18748.6	273.53	81.9	
52.0	Siderastrea spp.	26919.0	18504.7	118.06	43.5	
53.0	Siderastrea spp.	27153.4	17654.8	113.88	42.3	
54.0	Siderastrea spp.	25710.6	18299.0	83.53	37.4	
55.0	Siderastrea spp.	21346.7	17426.5	340.52	74.6	
56.0	Xestospongia muta	19380.3	17924.2	1499.84	180.2	
57.0	Porites astreoides	17628.9	17232.9	58.05	33.6	
58.0	Siderastrea spp.	15102.4	17677.5	38.43	24.7	
59.0	Siderastrea spp.	14120.5	17449.3	24.53	19.4	
60.0	Stephannocoenia intersepta	3194.5	17157.3	52.91	32.9	
61.0	Dichocoenia stokesii	3024.8	17733.7	30.02	29.4	
62.0	Siderastrea spp.	3884.1	16311.4	267.01	63.8	
63.0	Porites astreoides	10173.9	16209.9	606.7	95.8	
64.0	Siderastrea spp.	11862.3	16372.3	94.47	49.4	
65.0	Porites astreoides	19818.0	16591.9	394.48	80.2	
66.0	Siderastrea spp.	21450.5	16392.8	20.6	19.1	
67.0	Siderastrea spp.	24761.1	16498.6	178.55	69.2	
68.0	Siderastrea spp.	14874.8	15900.7	66.06	33.6	
69.0	Meandrina meandrites	4305.5	15960.6	66.43	31.5	
70.0	Siderastrea spp.	3180.2	15163.3	84.7	37.9	
71.0	Porites astreoides	7584.9	15144.5	131.06	45.4	
72.0	Montastraea cavernosa	11572.8	15203.1	32.62	22.2	
74.0	Porites astreoides	26157.7	15019.7	34.82	24.8	
73.0	Porites astreoides	26058.0	14767.4	58.88	30.7	
75.0	Siderastrea spp.	22746.3	14294.6	129.9	50.5	
76.0	Siderastrea spp.	19906.4	13974.6	325.8	73.9	
77.0	Siderastrea spp.	15478.0	14315.3	26.79	21.0	
78.0	Siderastrea spp.	13193.5	14009.4	304.63	90.3	
79.0	Porites astreoides	7233.5	14659.9	228.78	59.5	
80.0	Siderastrea spp.	6653.8	14319.3	258.24	75.9	
81.0	Siderastrea spp.	6589.3	13583.2	33.76	28.6	
82.0	Siderastrea spp.	14521.9	13594.8	143.84	48.1	
83.0	Siderastrea spp.	16263.9	13437.7	259.13	64.6	
84.0	Madracis decactis	19188.9	13586.0	436.25	101.2	
85.0	Porites astreoides	20318.0	13408.6	102.31	45.6	
