TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note
0,2021-12-08,Siderastrea siderea,207,5999.8,3631.0,60.41,0.0,31.2,
2,2021-12-08,Acropora cervicornis,209,6631.4,4026.6,179.04,0.0,125.3,
3,2021-12-08,Siderastrea siderea,210,6403.7,4461.7,40.12,0.0,28.3,
4,2021-12-08,Siderastrea siderea,0,7731.2,4374.9,218.47,0.0,58.7,
5,2021-12-08,Porites astreoides,212,7905.4,4329.5,15.99,0.0,15.6,
6,2021-12-08,Siderastrea siderea,206,7938.6,4713.6,22.66,0.0,23.5,
7,2021-12-08,Acropora cervicornis,214,8010.6,5135.6,159.7,0.0,129.0,
8,2021-12-08,Siderastrea siderea,215,10113.9,3740.4,26.81,0.0,20.1,
9,2021-12-08,Acropora cervicornis,216,10894.7,3881.9,237.91,0.0,198.1,
10,2021-12-08,Siderastrea siderea,13,11294.8,3979.0,83.45,0.0,41.5,
11,2021-12-08,Siderastrea siderea,218,12365.0,3677.1,20.85,0.0,28.0,
12,2021-12-08,Siderastrea siderea,205,14626.3,3933.5,48.97,0.0,34.9,
13,2021-12-08,Siderastrea siderea,21,20186.3,4721.8,63.08,0.0,34.4,
14,2021-12-08,Porites astreoides,7,22154.7,3868.9,42.2,0.0,25.7,
15,2021-12-08,Siderastrea siderea,8,23170.1,3730.1,58.26,0.0,31.2,
16,2021-12-08,Siderastrea siderea,223,22739.6,5111.3,71.14,0.0,34.7,
17,2021-12-08,Acropora cervicornis,224,23161.3,5202.2,415.18,0.0,354.6,
18,2021-12-08,Acropora cervicornis,225,21780.4,5428.4,237.73,0.0,174.6,
19,2021-12-08,Siderastrea siderea,46,21064.7,5800.6,72.64,0.0,41.1,
21,2021-12-08,Acropora cervicornis,228,20033.2,5245.2,502.17,0.0,383.6,
20,2021-12-08,Siderastrea siderea,45,18897.3,6000.5,34.16,0.0,22.8,
22,2021-12-08,Siderastrea siderea,28,15049.2,5393.3,35.98,0.0,24.8,
23,2021-12-08,Siderastrea siderea,44,14566.9,5619.2,122.88,0.0,66.1,
24,2021-12-08,Siderastrea siderea,231,12546.8,4565.4,70.49,0.0,38.6,
25,2021-12-08,Siderastrea siderea,33,12475.2,4986.4,39.34,0.0,24.9,
26,2021-12-08,Siderastrea siderea,233,9400.4,4702.7,5.14,0.0,10.5,
27,2021-12-08,Siderastrea siderea,234,9486.7,4697.7,7.69,0.0,12.5,
28,2021-12-08,Acropora cervicornis,235,5535.1,5050.5,19.62,0.0,28.1,
29,2021-12-08,Acropora cervicornis,236,6198.7,5687.6,20.9,0.0,33.0,
30,2021-12-08,Siderastrea siderea,35,6197.0,5814.5,39.93,0.0,34.4,
31,2021-12-08,Porites astreoides,238,5958.4,5751.5,30.91,0.0,24.7,
32,2021-12-08,Acropora cervicornis,239,6578.3,5455.9,236.19,0.0,200.6,
33,2021-12-08,Siderastrea siderea,34,6955.2,5643.0,89.45,0.0,38.6,
34,2021-12-08,Acropora cervicornis,241,9243.8,5704.3,308.92,0.0,180.0,
35,2021-12-08,Siderastrea siderea,242,11549.4,5100.2,13.49,0.0,14.8,
36,2021-12-08,Siderastrea siderea,243,11510.7,5202.5,12.19,0.0,14.7,
37,2021-12-08,Siderastrea siderea,244,11467.6,5295.3,4.19,0.0,9.6,
38,2021-12-08,Siderastrea siderea,245,11600.6,5408.2,4.25,0.0,8.2,
39,2021-12-08,Siderastrea siderea,31,12685.0,5365.1,47.09,0.0,28.7,
40,2021-12-08,Siderastrea siderea,32,12630.7,5443.3,14.29,0.0,17.9,
41,2021-12-08,Acropora cervicornis,248,22014.3,5964.4,131.45,0.0,77.4,
42,2021-12-08,Acropora cervicornis,249,23100.0,6420.3,408.63,0.0,270.4,
43,2021-12-08,Siderastrea siderea,50,25182.8,6705.6,91.69,0.0,37.5,
44,2021-12-08,Orbicella faveolata,49,21894.9,6361.9,44.07,0.0,34.6,
45,2021-12-08,Acropora cervicornis,252,11531.8,6117.9,361.94,0.0,289.5,
46,2021-12-08,Siderastrea siderea,253,8227.7,5969.3,8.87,0.0,15.2,
47,2021-12-08,Siderastrea siderea,39,8218.0,6128.8,156.67,0.0,64.5,
48,2021-12-08,Acropora cervicornis,255,8727.0,7193.3,19.77,0.0,29.0,
49,2021-12-08,Acropora cervicornis,256,8720.5,6852.1,297.3,0.0,190.5,
50,2021-12-08,Acropora cervicornis,257,10082.2,6894.0,259.4,0.0,126.4,
51,2021-12-08,Acropora cervicornis,258,9858.7,6899.2,6.62,0.0,12.0,
52,2021-12-08,Siderastrea siderea,58,17232.7,7304.3,90.56,0.0,38.2,
53,2021-12-08,Acropora cervicornis,260,17688.6,7268.1,490.3,0.0,382.3,
54,2021-12-08,Siderastrea siderea,57,9710.0,7341.7,53.47,0.0,30.6,
55,2021-12-08,Acropora cervicornis,262,9677.2,7612.5,24.01,0.0,30.5,
56,2021-12-08,Acropora cervicornis,263,9506.0,7730.5,30.69,0.0,41.3,
57,2021-12-08,Acropora cervicornis,264,9597.6,7796.3,6.01,0.0,10.2,
58,2021-12-08,Acropora cervicornis,265,9605.4,8026.2,170.82,0.0,109.1,
59,2021-12-08,Acropora cervicornis,266,11215.5,7725.9,225.97,0.0,177.0,
60,2021-12-08,Pseudodiploria strigosa,60,13654.8,8222.5,60.42,0.0,32.3,
61,2021-12-08,Siderastrea siderea,85,16015.9,8223.1,105.72,0.0,42.9,
62,2021-12-08,Siderastrea siderea,269,15132.3,8304.9,13.27,0.0,17.4,
63,2021-12-08,Acropora cervicornis,270,18833.7,8121.4,641.97,0.0,329.9,
64,2021-12-08,Acropora cervicornis,271,20238.6,7179.9,575.07,0.0,316.0,
65,2021-12-08,Siderastrea siderea,59,21519.1,7528.5,57.78,0.0,33.1,
67,2021-12-08,Acropora cervicornis,274,22454.3,8136.4,462.11,0.0,257.0,
66,2021-12-08,Acropora cervicornis,273,21478.5,8348.1,48.84,0.0,57.0,
68,2021-12-08,Acropora cervicornis,275,20660.6,8354.0,498.81,0.0,411.9,
69,2021-12-08,Siderastrea siderea,93,19985.2,8894.1,236.46,0.0,79.1,
70,2021-12-08,Acropora cervicornis,277,19922.8,9358.7,119.69,0.0,110.4,
71,2021-12-08,Siderastrea siderea,278,17746.3,8966.9,3.12,0.0,9.1,
