TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note,timePoint
0,8/18/2020,Siderastrea siderea,0,7770.9,4399.2,191.2,0,58,,T0
2,8/18/2020,Porites astreoides,2,7939.3,4355.1,12.66,0,14.4,,T0
1,8/18/2020,Siderastrea siderea,1,6051.1,3671.5,46.21,0,34.7,,T0
4,8/18/2020,Siderastrea siderea,4,10146.6,3766.2,23.41,0,18.9,,T0
5,8/18/2020,Siderastrea siderea,5,12418.7,3732.3,32.53,0,28.5,,T0
6,8/18/2020,Porites astreoides,6,18982.9,3744.1,23.29,0,19.6,,T0
7,8/18/2020,Porites astreoides,7,22166.3,3873.7,32.52,0,22.5,,T0
8,8/18/2020,Siderastrea siderea,8,23194.1,3740.1,53.22,0,28.5,,T0
9,8/18/2020,Siderastrea siderea,9,24343.6,3771.5,3.62,0,8.4,,T0
10,8/18/2020,Siderastrea siderea,10,24344.5,3814.6,1.81,0,5.6,,T0
11,8/18/2020,Porites astreoides,11,19902.8,4130.8,53.83,0,52.8,,T0
12,8/18/2020,Siderastrea siderea,12,16581.8,4149.6,42.74,0,28.8,,T0
13,8/18/2020,Siderastrea siderea,13,11322.4,3999.6,64.69,0,35.2,,T0
14,8/18/2020,Stephanocoenia intersepta,14,6264.7,4294.5,19.88,0,17.8,,T0
15,8/18/2020,Siderastrea siderea,15,6441.1,4502,29.15,0,26.2,,T0
16,8/18/2020,Siderastrea siderea,16,5420.3,4523.3,14.35,0,22,,T0
17,8/18/2020,Siderastrea siderea,17,6611,4568.7,3.71,0,7.5,,T0
18,8/18/2020,Siderastrea siderea,18,10448.5,4349.2,6.43,0,10.1,,T0
19,8/18/2020,Stephanocoenia intersepta,19,11648.7,4355.5,49.82,0,68.9,,T0
20,8/18/2020,Stephanocoenia intersepta,20,12571.4,4571.4,48.52,0,56.5,,T0
21,8/18/2020,Siderastrea siderea,21,20213.2,4735.8,48.23,0,31.4,,T0
22,8/18/2020,Siderastrea siderea,22,21842.9,4492.5,1.4,0,4.8,,T0
23,8/18/2020,Siderastrea siderea,23,21807.4,4520.9,1.9,0,5.9,,T0
24,8/18/2020,Siderastrea siderea,24,21873.6,4536.5,3.3,0,8.6,,T0
25,8/18/2020,Siderastrea siderea,25,24733.4,4488.4,7.28,0,10.5,,T0
26,8/18/2020,Stephanocoenia intersepta,26,22764.7,5110.7,64.74,0,34.2,,T0
27,8/18/2020,Porites astreoides,27,22318.8,4986,27.62,0,20.6,,T0
28,8/18/2020,Siderastrea siderea,28,15077.6,5402.5,25.29,0,21.1,,T0
29,8/18/2020,Stephanocoenia intersepta,29,14717.2,5252.9,7.18,0,12.3,,T0
