X,Y,SANCTUARY,DATUM,AREA_NAME,POLY_ID,AREA_KM,AREA_NM,AREA_SM,AREA_ACRES
-80.4084334782395,25.0083378118349,FKNMS,NAD 83,FKNMS,0,9849.5588455711,2871.67187349,3802.92080758802,2433878.99581814
