Blob id	Class name	Centroid x	Centroid y	Coral area	Coral perimeter	Coral note
46.0	Stephannocoenia intersepta	17232.8	14312.9	14.17	15.4	
47.0	Siderastrea spp.	19926.5	14219.1	169.64	67.8	
48.0	Stephannocoenia intersepta	20798.2	14023.5	27.94	26.3	
49.0	Siderastrea spp.	15933.7	14025.4	64.77	35.7	
50.0	Siderastrea spp.	12219.5	14357.6	55.7	42.0	
51.0	Porites astreoides	6931.2	14569.0	77.4	46.6	
52.0	Siderastrea spp.	4072.0	13106.3	76.7	35.1	
53.0	Siderastrea spp.	6859.9	13419.9	17.59	17.3	
54.0	Siderastrea spp.	7863.9	13671.4	39.45	25.2	
55.0	Siderastrea spp.	22067.8	13301.8	14.19	14.9	
56.0	Siderastrea spp.	9967.8	13656.5	19.0	24.0	
57.0	Porites astreoides	9423.4	13568.0	16.39	17.1	
58.0	Porites astreoides	9554.0	13676.4	22.68	20.1	
59.0	Orbicella faveolata	3150.3	12541.7	817.01	176.7	
60.0	Stephannocoenia intersepta	4117.9	12434.6	11.88	14.7	
61.0	Siderastrea spp.	5405.2	12401.0	19.69	17.3	
62.0	Siderastrea spp.	7289.6	12761.5	14.66	15.7	
63.0	Siderastrea spp.	8224.9	12866.6	35.4	24.7	
64.0	Siderastrea spp.	8258.4	12081.1	72.77	33.2	
65.0	Porites astreoides	9947.3	12339.3	12.09	13.4	
66.0	Porites astreoides	10316.4	12552.2	23.97	20.4	
67.0	Siderastrea spp.	10970.6	13011.2	180.44	89.0	
68.0	Siderastrea spp.	11156.1	11961.9	465.27	84.8	
69.0	Siderastrea spp.	17395.0	12877.2	21.91	19.8	
70.0	Siderastrea spp.	17283.9	12519.9	13.38	14.5	
71.0	Siderastrea spp.	23285.8	12994.7	18.67	16.6	
72.0	Siderastrea spp.	21488.1	12466.7	3.57	8.1	
73.0	Siderastrea spp.	21593.1	12710.8	4.97	13.4	
74.0	Siderastrea spp.	22870.5	12306.0	14.38	17.3	
75.0	Siderastrea spp.	24623.9	12085.8	26.95	20.5	
76.0	Orbicella faveolata	3243.5	11433.8	1603.71	182.7	
77.0	Porites astreoides	9294.6	11612.6	70.42	44.6	
78.0	Siderastrea spp.	13668.9	11535.8	23.8	21.1	
79.0	Porites astreoides	14063.4	11696.6	11.96	14.3	
80.0	Porites astreoides	14119.0	11766.1	5.53	9.5	
81.0	Siderastrea spp.	14444.9	11487.1	52.45	32.5	
82.0	Siderastrea spp.	20386.3	11674.1	122.86	48.5	
83.0	Siderastrea spp.	20359.9	11363.1	74.08	49.9	
84.0	Siderastrea spp.	19967.2	11286.3	22.53	18.5	
85.0	Siderastrea spp.	24772.5	10916.2	244.11	71.2	
86.0	Siderastrea spp.	19504.6	11413.5	60.56	52.9	
87.0	Siderastrea spp.	19806.4	10942.0	65.7	37.4	
88.0	Siderastrea spp.	17389.9	11042.5	16.64	16.5	
89.0	Siderastrea spp.	12251.3	10877.6	3.52	7.2	
90.0	Siderastrea spp.	12300.2	10883.9	2.83	6.7	
91.0	Siderastrea spp.	11638.6	10926.1	38.55	29.2	
92.0	Siderastrea spp.	7361.5	10946.7	168.61	55.2	
93.0	Siderastrea spp.	6599.5	10131.2	111.25	43.2	
94.0	Siderastrea spp.	4106.8	10275.0	40.03	26.1	
95.0	Siderastrea spp.	10076.8	10482.2	112.78	79.2	
96.0	Siderastrea spp.	11328.2	10514.6	22.49	22.4	
97.0	Siderastrea spp.	13334.1	9887.1	67.19	40.5	
98.0	Siderastrea spp.	18221.1	10085.3	14.17	15.1	
99.0	Siderastrea spp.	18136.0	9861.2	14.33	15.3	
100.0	Siderastrea spp.	18325.0	9798.6	58.14	41.7	
101.0	Siderastrea spp.	18517.0	9702.8	21.82	19.8	
102.0	Siderastrea spp.	19046.0	10316.5	21.35	23.6	
103.0	Siderastrea spp.	19023.7	9840.6	18.9	23.7	
104.0	Siderastrea spp.	21296.3	10196.5	20.06	17.5	
105.0	Siderastrea spp.	23288.6	10135.4	30.84	23.5	
106.0	Siderastrea spp.	15963.9	9702.5	27.95	20.8	
107.0	Pseudodiploria strigosa	15420.3	9628.6	15.37	15.6	
108.0	Siderastrea spp.	1678.8	8603.2	70.34	33.8	
109.0	Siderastrea spp.	3180.9	8750.4	63.52	33.2	
110.0	Siderastrea spp.	3143.5	8399.1	31.73	30.3	
111.0	Siderastrea spp.	3242.2	8481.8	58.17	30.5	
112.0	Porites astreoides	4112.8	8221.6	51.12	28.6	
113.0	Siderastrea spp.	4736.0	7925.9	140.78	48.7	
114.0	Siderastrea spp.	5557.5	8985.3	16.79	16.5	
115.0	Siderastrea spp.	5603.7	9216.2	20.41	17.9	
116.0	Siderastrea spp.	7625.4	7740.4	27.16	20.8	
117.0	Siderastrea spp.	7854.9	7909.4	32.82	29.1	
119.0	Empty	9575.0	7678.5	0.01	0.4	
118.0	Siderastrea spp.	9554.6	7811.5	61.27	44.6	
120.0	Siderastrea spp.	13932.3	8858.4	31.27	22.9	
121.0	Siderastrea spp.	14241.8	8506.0	95.15	39.4	
122.0	Siderastrea spp.	14412.8	8381.4	93.38	41.1	
123.0	Siderastrea spp.	16806.1	8525.3	50.58	29.6	
124.0	Siderastrea spp.	22925.0	8727.9	16.44	16.7	
125.0	Porites astreoides	9363.0	9249.7	67.92	39.0	
126.0	Siderastrea spp.	5309.2	6972.9	63.87	37.4	
127.0	Porites astreoides	7702.6	7192.0	9.19	14.9	
128.0	Porites astreoides	7794.6	7239.2	11.3	13.9	
129.0	Siderastrea spp.	8030.0	7113.3	26.52	24.8	
130.0	Siderastrea spp.	10424.2	6822.7	7.55	11.7	
131.0	Siderastrea spp.	11028.7	7082.5	42.55	26.1	
132.0	Stephannocoenia intersepta	10818.9	6779.7	50.05	29.3	
133.0	Siderastrea spp.	16472.8	7176.5	133.21	57.0	
134.0	Montastraea cavernosa	16420.6	6223.4	51.89	49.4	
135.0	Montastraea cavernosa	17025.3	5741.0	16.45	26.0	
136.0	Stephannocoenia intersepta	17015.9	6459.8	56.24	33.2	
137.0	Siderastrea spp.	22730.9	6368.5	141.62	85.2	
138.0	Xestospongia muta	7662.5	6022.6	802.13	120.2	
139.0	Siderastrea spp.	3178.9	6245.7	213.74	61.1	
140.0	Siderastrea spp.	9300.4	5131.3	32.99	23.9	
141.0	Stephannocoenia intersepta	10271.5	4570.0	42.69	29.5	
142.0	Siderastrea spp.	10766.2	4489.4	16.57	18.3	
143.0	Siderastrea spp.	12885.9	4798.3	104.28	39.9	
144.0	Agaricia agaricites	19241.9	5277.5	14.98	21.9	
145.0	Porites astreoides	17129.2	4013.3	52.33	28.0	
146.0	Siderastrea spp.	22514.5	2867.6	19.85	17.5	
147.0	Stephannocoenia intersepta	16860.3	2915.9	45.62	28.4	
148.0	Orbicella faveolata	15252.7	3045.5	65.54	37.5	
149.0	Siderastrea spp.	15326.9	3520.5	33.28	24.4	
150.0	Siderastrea spp.	15508.0	3039.0	85.38	44.1	
151.0	Siderastrea spp.	14637.8	2934.1	29.87	22.8	
152.0	Siderastrea spp.	14566.5	3007.6	12.67	18.4	
153.0	Siderastrea spp.	14464.5	3066.2	11.58	13.5	
154.0	Stephannocoenia intersepta	13448.3	2493.2	124.92	52.1	
155.0	Siderastrea spp.	13278.5	2498.6	33.81	26.7	
156.0	Siderastrea spp.	11237.2	3480.1	48.61	30.8	
157.0	Siderastrea spp.	18933.6	2481.6	75.11	35.0	
158.0	Stephannocoenia intersepta	9536.4	2515.3	179.12	67.5	
159.0	Stephannocoenia intersepta	7459.1	2904.8	111.86	63.1	
160.0	Siderastrea spp.	21506.6	1931.4	224.41	65.7	
161.0	Siderastrea spp.	20524.3	1613.9	43.25	26.9	
162.0	Siderastrea spp.	18315.3	1361.5	88.61	39.2	
163.0	Siderastrea spp.	14757.7	1981.0	35.21	24.5	
