Blob id	Class name	Centroid x	Centroid y	Coral area	Coral perimeter	Coral note
0.0	Porites astreoides	3479.3	845.2	14.15	16.2	
1.0	Siderastrea spp.	3380.0	964.4	40.17	29.6	
2.0	Siderastrea spp.	5963.4	862.9	32.19	24.0	
3.0	Siderastrea spp.	7501.3	943.3	45.52	42.2	
4.0	Stephannocoenia intersepta	8613.5	1258.9	20.57	18.5	
5.0	Siderastrea spp.	11511.5	1318.3	34.89	27.6	
6.0	Siderastrea spp.	3834.9	2048.8	31.58	26.3	
7.0	Stephannocoenia intersepta	4052.1	2137.8	3.07	6.9	
8.0	Siderastrea spp.	5539.8	1971.4	178.88	53.6	
9.0	Dichocoenia stokesii	5758.5	1921.8	10.13	12.5	
10.0	Siderastrea spp.	8946.5	2026.5	5.35	9.5	
11.0	Siderastrea spp.	10086.6	1614.8	60.28	36.0	
12.0	Stephannocoenia intersepta	10486.8	2087.4	51.34	54.0	
13.0	Siderastrea spp.	14392.0	1693.5	45.2	31.0	
14.0	Porites porites	15648.7	2069.9	5.74	9.8	
15.0	Siderastrea spp.	23596.5	2701.2	2.08	6.0	
16.0	Siderastrea spp.	23553.3	2741.2	1.81	5.5	
18.0	Siderastrea spp.	23638.7	2765.6	2.89	6.8	
17.0	Siderastrea spp.	23656.7	2749.7	0.0	0.2	
19.0	Siderastrea spp.	29623.6	3492.2	20.15	17.7	
20.0	Siderastrea spp.	29720.5	3644.1	33.2	23.9	
21.0	Stephannocoenia intersepta	24758.8	3544.5	57.23	33.4	
22.0	Siderastrea spp.	21486.1	2943.8	42.45	29.2	
23.0	Siderastrea spp.	14859.2	3582.7	25.77	22.4	
24.0	Porites astreoides	12875.9	3512.4	52.82	33.8	
25.0	Siderastrea spp.	11561.1	2940.9	29.91	22.2	
26.0	Siderastrea spp.	11813.2	3515.2	68.49	51.8	
27.0	Siderastrea spp.	5619.5	3986.5	84.13	42.2	
28.0	Siderastrea spp.	6038.8	4234.9	151.43	54.8	
29.0	Siderastrea spp.	4472.7	3599.8	89.68	40.9	
30.0	Porites astreoides	3238.5	3685.7	20.17	17.7	
31.0	Siderastrea spp.	8956.1	4861.3	17.69	18.4	
32.0	Siderastrea spp.	9867.8	4201.0	17.62	19.4	
33.0	Montastraea cavernosa	12682.8	4297.4	13.39	14.6	
34.0	Siderastrea spp.	13347.5	4620.5	60.04	34.1	
35.0	Siderastrea spp.	14227.2	3846.3	96.67	56.8	
36.0	Siderastrea spp.	19791.3	4532.5	21.24	19.0	
37.0	Siderastrea spp.	22569.9	4363.5	66.87	40.9	
38.0	Stephannocoenia intersepta	22943.8	3933.9	18.73	17.7	
39.0	Stephannocoenia intersepta	28493.5	4431.4	21.3	20.7	
40.0	Siderastrea spp.	29069.1	4918.0	3.39	7.5	
41.0	Siderastrea spp.	27829.1	5696.4	68.98	33.5	
42.0	Orbicella faveolata	23595.1	5113.1	63.67	36.1	
43.0	Siderastrea spp.	22717.9	4940.2	8.53	12.1	
44.0	Porites astreoides	18379.2	5186.6	29.5	37.2	
45.0	Siderastrea spp.	4168.0	5715.9	9.14	12.4	
46.0	Siderastrea spp.	5915.7	5958.4	46.29	29.1	
47.0	Siderastrea spp.	7919.4	5875.2	41.76	28.8	
48.0	Stephannocoenia intersepta	9324.6	6459.3	33.26	39.7	
49.0	Siderastrea spp.	9160.1	6564.0	30.26	26.0	
50.0	Siderastrea spp.	17585.4	6129.7	78.45	35.1	
51.0	Siderastrea spp.	21766.4	6351.2	89.53	39.4	
52.0	Stephannocoenia intersepta	23384.2	6173.1	7.75	12.7	
53.0	Siderastrea spp.	25846.0	5816.6	10.2	15.4	
54.0	Diploria labyrinthiformis	29509.3	6080.0	256.25	73.5	
55.0	Siderastrea spp.	23078.1	6654.0	70.45	33.4	
56.0	Siderastrea spp.	15982.2	7269.4	86.66	38.1	
57.0	Siderastrea spp.	14839.3	7343.9	13.54	17.8	
58.0	Meandrina meandrites	12936.3	7165.4	42.55	26.2	
59.0	Siderastrea spp.	10203.0	6683.8	37.05	44.6	
60.0	Siderastrea spp.	5260.6	7027.2	20.08	21.3	
61.0	Siderastrea spp.	3941.2	7967.5	35.12	24.4	
62.0	Siderastrea spp.	5519.1	7720.8	12.96	14.2	
63.0	Siderastrea spp.	6006.6	7570.6	10.32	12.7	
64.0	Siderastrea spp.	6127.8	7935.8	22.99	27.1	
65.0	Siderastrea spp.	12221.9	7973.0	36.84	32.8	
66.0	Siderastrea spp.	23799.5	8698.8	11.22	17.9	
67.0	Siderastrea spp.	22790.9	8702.8	7.14	10.9	
68.0	Siderastrea spp.	21059.1	8297.5	205.33	64.0	
69.0	Siderastrea spp.	18297.4	8518.5	215.85	105.5	
70.0	Porites astreoides	18476.9	8736.6	9.28	11.9	
71.0	Porites astreoides	18657.8	8542.5	9.05	11.8	
72.0	Siderastrea spp.	12846.8	8893.4	26.05	21.6	
73.0	Stephannocoenia intersepta	8533.9	8732.7	60.79	34.8	
74.0	Siderastrea spp.	4844.1	8346.5	49.64	30.3	
75.0	Siderastrea spp.	3402.6	8261.2	30.52	21.3	
76.0	Siderastrea spp.	3546.1	8291.4	16.16	17.8	
77.0	Siderastrea spp.	3339.4	8483.8	31.05	34.0	
78.0	Siderastrea spp.	3292.5	8995.4	31.8	22.8	
79.0	Siderastrea spp.	2538.1	9868.0	39.13	26.0	
80.0	Siderastrea spp.	2958.9	9914.5	12.45	14.0	
81.0	Siderastrea spp.	3380.6	9832.9	12.83	16.3	
82.0	Siderastrea spp.	4650.5	10482.3	106.79	57.2	
83.0	Siderastrea spp.	7196.4	9289.6	51.28	32.3	
84.0	Siderastrea spp.	7569.8	10293.5	26.89	34.5	
85.0	Siderastrea spp.	8950.3	9951.8	57.8	37.8	
86.0	Siderastrea spp.	13787.7	9911.7	38.0	26.0	
87.0	Siderastrea spp.	18935.5	10337.7	3.04	7.2	
88.0	Siderastrea spp.	22220.6	9460.4	41.6	26.6	
89.0	Siderastrea spp.	28194.1	9774.4	168.52	72.8	
90.0	Siderastrea spp.	22656.6	9964.7	12.39	17.0	
91.0	Stephannocoenia intersepta	15907.0	10636.3	15.57	17.2	
92.0	Siderastrea spp.	12830.2	11082.4	139.24	46.5	
93.0	Siderastrea spp.	12682.4	10656.6	55.27	32.4	
94.0	Siderastrea spp.	8550.3	10598.5	43.76	25.3	
95.0	Siderastrea spp.	2505.9	11274.3	32.21	29.1	
96.0	Siderastrea spp.	4229.1	11221.3	49.29	31.3	
97.0	Siderastrea spp.	11146.8	11593.8	10.42	14.2	
98.0	Stephannocoenia intersepta	12520.3	11743.1	68.19	40.3	
99.0	Manicina areolata	16352.6	11661.8	16.93	17.2	
100.0	Porites astreoides	23419.7	11353.8	37.17	25.4	
102.0	Siderastrea spp.	21017.9	12052.1	782.06	443.3	
101.0	Xestospongia muta	26601.4	12738.8	1119.51	131.0	
103.0	Siderastrea spp.	13900.6	12604.1	11.75	13.9	
104.0	Siderastrea spp.	10103.4	12328.9	19.67	17.9	
105.0	Siderastrea spp.	8585.2	12681.5	94.08	38.5	
106.0	Siderastrea spp.	7068.4	12056.2	37.17	33.5	
107.0	Siderastrea spp.	2538.6	11961.7	66.14	32.8	
108.0	Siderastrea spp.	1510.1	13830.7	42.36	25.6	
109.0	Siderastrea spp.	5374.2	13936.9	243.48	64.1	
110.0	Siderastrea spp.	7724.9	13265.1	8.77	12.8	
112.0	Orbicella faveolata	16548.3	14725.7	25.52	21.7	
113.0	Orbicella faveolata	16695.1	14629.3	9.88	15.5	
114.0	Orbicella faveolata	16165.5	14750.1	4.27	8.2	
115.0	Orbicella faveolata	16301.9	14758.1	6.75	10.8	
116.0	Orbicella faveolata	15877.1	14408.6	2.17	6.0	
