TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note,timePoint
0,12/8/2021,Porites astreoides,198,2827.7,3371.7,9.89,0,13.8,,T12
2,12/8/2021,Siderastrea siderea,200,8691.4,2827.5,3.95,0,8.6,,T12
3,12/8/2021,Porites astreoides,0,7400,3127.8,41.09,0,26,,T12
4,12/8/2021,Montastraea cavernosa,202,8306.1,3359.1,3.47,0,7.5,,T12
5,12/8/2021,Porites astreoides,1,12574.3,2441.1,22.9,0,27.3,,T12
6,12/8/2021,Porites astreoides,204,11670.1,2823.5,8.25,0,12.3,,T12
7,12/8/2021,Porites astreoides,3,11623.7,2757.1,8.53,0,15.3,,T12
8,12/8/2021,Porites astreoides,206,12234.4,3777.4,5.4,0,10,,T12
9,12/8/2021,Porites astreoides,6,10428.3,3806.5,17.39,0,16.7,,T12
10,12/8/2021,Siderastrea siderea,5,10249,4467.2,11.02,0,15.3,,T12
11,12/8/2021,Siderastrea siderea,209,14065.3,3615.4,2.6,0,6.6,,T12
12,12/8/2021,Siderastrea siderea,7,13526,3913.2,60.83,0,35.8,,T12
13,12/8/2021,Siderastrea siderea,8,14732.9,4011.5,39.18,0,26.4,,T12
14,12/8/2021,Porites astreoides,212,15719.9,4333.1,2.66,0,6.7,,T12
15,12/8/2021,Siderastrea siderea,213,17632.3,2162.2,2.2,0,5.9,,T12
16,12/8/2021,Siderastrea siderea,10,17671.7,2560,22.59,0,19.9,,T12
17,12/8/2021,Siderastrea siderea,215,17750.3,3277.9,1.19,0,4.2,,T12
18,12/8/2021,Siderastrea siderea,216,16617.1,4558.6,5.59,0,10.1,,T12
19,12/8/2021,Siderastrea siderea,217,17949,3999.9,0.94,0,3.8,,T12
20,12/8/2021,Siderastrea siderea,218,21172.5,3507.5,1.28,0,4.7,,T12
21,12/8/2021,Siderastrea siderea,219,21070.2,3745.7,0.28,0,2,,T12
22,12/8/2021,Siderastrea siderea,220,18667.2,4453.6,3.89,0,7.9,,T12
23,12/8/2021,Siderastrea siderea,2,20641.3,4583.8,8.39,0,15.3,,T12
24,12/8/2021,Acropora cervicornis,222,21300.1,4698.5,40.15,0,58.1,,T12
25,12/8/2021,Porites astreoides,223,22776.2,3587,25.76,0,21,,T12
26,12/8/2021,Siderastrea siderea,224,23312.6,3348.5,3.09,0,7.2,,T12
27,12/8/2021,Siderastrea siderea,225,21683,3813.5,1.5,0,4.6,,T12
28,12/8/2021,Acropora cervicornis,226,21782.3,4817.3,172.75,0,189.5,,T12
29,12/8/2021,Porites astreoides,227,25504.7,2315.4,8.27,0,11,,T12
30,12/8/2021,Siderastrea siderea,228,26437.5,2793.3,25.38,0,20.5,,T12
31,12/8/2021,Porites astreoides,229,28338.7,2370.8,10.33,0,13,,T12
32,12/8/2021,Siderastrea siderea,19,27284.1,3798.3,36.77,0,29.8,,T12
33,12/8/2021,Siderastrea siderea,231,27323.8,4708,2.92,0,7,,T12
34,12/8/2021,Siderastrea siderea,18,3046.2,5955.9,13.63,0,16.2,,T12
35,12/8/2021,Siderastrea siderea,233,8365.5,5120.9,12.56,0,17.3,,T12
36,12/8/2021,Siderastrea siderea,234,8873.2,5721.3,10.65,0,15.5,,T12
37,12/8/2021,Siderastrea siderea,235,9019.2,5698.5,0.99,0,3.8,,T12
38,12/8/2021,Porites astreoides,236,7797.2,5993.7,1.9,0,5.5,,T12
40,12/8/2021,Acropora cervicornis,238,10098,6441.1,60.43,0,86.1,,T12
39,12/8/2021,Acropora cervicornis,237,9887.6,6460.3,1.67,0,5,,T12
41,12/8/2021,Acropora cervicornis,239,10107.6,6681.6,7.75,0,16.6,,T12
42,12/8/2021,Acropora cervicornis,240,9601.6,6624.3,22.64,0,26.4,,T12
43,12/8/2021,Acropora cervicornis,241,9747.6,6693.3,3.58,0,8.8,,T12
44,12/8/2021,Acropora cervicornis,242,9947.2,6906.1,117.49,0,164,,T12
45,12/8/2021,Acropora cervicornis,243,12275.7,6258.1,2.79,0,8.1,,T12
46,12/8/2021,Acropora cervicornis,244,12514.7,6303.5,35.43,0,45.5,,T12
47,12/8/2021,Acropora cervicornis,245,12883,6090.7,36.51,0,58.8,,T12
49,12/8/2021,Acropora cervicornis,247,11791.3,8036.9,2.92,0,8.1,,T12
48,12/8/2021,Acropora cervicornis,246,12038.3,7799.3,556.05,0,540.2,,T12
50,12/8/2021,Siderastrea siderea,23,14839.9,5570.3,6.24,0,12.4,,T12
51,12/8/2021,Acropora cervicornis,249,15061.7,5809.5,3.59,0,9.5,,T12
52,12/8/2021,Acropora cervicornis,250,15198.4,5863.7,7.95,0,13.3,,T12
53,12/8/2021,Acropora cervicornis,251,13646.3,6796.1,137.26,0,197.9,,T12
54,12/8/2021,Siderastrea siderea,252,13723.9,7161.1,2.62,0,6.7,,T12
55,12/8/2021,Acropora cervicornis,253,13086.2,7016,70.37,0,97.4,,T12
56,12/8/2021,Empty,254,14046.1,6376.9,5.92,0,9.6,,T12
57,12/8/2021,Siderastrea siderea,196,14441.8,6349.8,12.34,0,13.8,,T12
58,12/8/2021,Porites astreoides,256,14539.2,6715.4,5.9,0,10.5,,T12
59,12/8/2021,Siderastrea siderea,24,15542,7223.2,12.96,0,14.5,,T12
60,12/8/2021,Acropora cervicornis,258,16127.8,6820.7,343.14,0,335.1,,T12
61,12/8/2021,Porites astreoides,197,16320.7,7364.8,21.28,0,18.6,,T12
62,12/8/2021,Siderastrea siderea,260,18292.7,5097.3,5.04,0,10.5,,T12
63,12/8/2021,Porites astreoides,261,21092.8,5108.1,3.91,0,9.8,,T12
64,12/8/2021,Siderastrea siderea,262,19819.7,6363.3,26.5,0,22.7,,T12
65,12/8/2021,Acropora cervicornis,263,21560.9,5295.5,156.34,0,182.3,,T12
66,12/8/2021,Acropora cervicornis,264,21937.4,5483.2,41.28,0,49.6,,T12
67,12/8/2021,Acropora cervicornis,265,22181.7,5646.7,16.31,0,24.2,,T12
68,12/8/2021,Acropora cervicornis,266,22092.8,6098.9,19.66,0,29.9,,T12
69,12/8/2021,Acropora cervicornis,267,21100.2,6525.9,564.29,0,510.7,,T12
70,12/8/2021,Acropora cervicornis,268,20035.4,7714.1,192.36,0,225.8,,T12
71,12/8/2021,Siderastrea siderea,269,24038,7381.5,1.17,0,4.3,,T12
