Blob id	Class name	Centroid x	Centroid y	Coral area	Coral perimeter	Coral note
1.0	Siderastrea spp.	1568.1	1369.6	4.98	9.2	
2.0	Siderastrea spp.	1555.1	642.4	3.93	8.6	
3.0	Siderastrea spp.	2851.1	194.1	7.36	10.8	
4.0	Siderastrea spp.	3410.2	647.7	24.78	19.8	
5.0	Siderastrea spp.	3702.4	596.0	28.86	22.4	
6.0	Siderastrea spp.	4046.5	1219.6	13.97	15.6	
0.0	Siderastrea spp.	5676.2	1126.9	18.19	16.9	
7.0	Siderastrea spp.	7307.9	1458.1	34.44	33.5	
8.0	Siderastrea spp.	8310.7	336.1	46.09	28.5	
9.0	Porites astreoides	10579.5	1065.9	22.56	19.8	
10.0	Siderastrea spp.	15558.2	550.4	8.85	12.0	
11.0	Siderastrea spp.	18371.3	534.9	4.47	8.8	
12.0	Siderastrea spp.	20333.9	647.3	2.11	5.9	
13.0	Stephannocoenia intersepta	21272.7	897.9	64.6	34.7	
14.0	Siderastrea spp.	23515.2	1049.8	22.85	18.5	
15.0	Siderastrea spp.	23754.5	1463.5	35.27	23.0	
16.0	Siderastrea spp.	28506.2	1418.9	10.34	13.3	
17.0	Siderastrea spp.	28305.5	2555.6	47.66	37.0	
18.0	Siderastrea spp.	27429.6	1591.9	1.03	3.9	
19.0	Siderastrea spp.	26982.5	1909.3	8.34	13.4	
20.0	Stephannocoenia intersepta	25856.4	2185.7	4.42	8.3	
21.0	Stephannocoenia intersepta	22972.4	2377.7	6.71	14.0	
22.0	Stephannocoenia intersepta	22468.4	1814.6	20.68	19.5	
23.0	Porites astreoides	18335.5	2141.3	20.83	19.5	
24.0	Orbicella faveolata	18049.6	2593.3	20.33	19.2	
25.0	Siderastrea spp.	15280.4	3054.7	30.23	26.2	
26.0	Siderastrea spp.	12808.3	3105.1	30.69	25.0	
27.0	Siderastrea spp.	11195.2	1625.3	3.18	7.2	
28.0	Siderastrea spp.	11492.6	1590.7	8.11	11.8	
29.0	Stephannocoenia intersepta	11316.4	1766.8	35.6	37.8	
30.0	Stephannocoenia intersepta	8612.5	1875.0	5.64	10.2	
31.0	Xestospongia muta	9056.9	1793.0	18.02	19.2	
32.0	Siderastrea spp.	20323.1	2184.7	2.76	6.6	
33.0	Siderastrea spp.	28599.6	3043.6	3.31	7.8	
34.0	Acropora cervicornis	23812.4	3444.8	23.53	49.2	
35.0	Acropora cervicornis	24054.9	3247.6	11.67	25.3	
36.0	Acropora cervicornis	24256.1	3234.7	13.77	33.1	
37.0	Acropora cervicornis	24090.5	3371.3	14.49	32.1	
38.0	Acropora cervicornis	24257.7	3384.9	18.38	36.2	
39.0	Stephannocoenia intersepta	23427.9	3315.5	45.19	28.8	
40.0	Porites astreoides	22847.5	3215.5	15.58	16.7	
41.0	Siderastrea spp.	22602.5	3577.1	7.56	11.4	
42.0	Acropora cervicornis	22291.3	3584.5	13.09	25.3	
43.0	Acropora cervicornis	22151.1	3886.2	21.58	36.3	
44.0	Acropora cervicornis	22433.1	3736.7	16.45	34.5	
45.0	Acropora cervicornis	22325.7	3873.8	16.43	34.0	
46.0	Acropora cervicornis	22372.1	3988.7	11.19	24.6	
47.0	Stephannocoenia intersepta	21678.0	4021.6	16.89	28.5	
48.0	Siderastrea spp.	20079.3	3228.7	34.93	25.5	
49.0	Siderastrea spp.	20230.4	3374.8	5.43	9.9	
50.0	Acropora cervicornis	20254.8	3901.5	6.57	13.9	
51.0	Acropora cervicornis	20174.9	3883.2	17.12	33.5	
52.0	Acropora cervicornis	19914.0	3827.7	12.36	23.4	
53.0	Acropora cervicornis	19875.0	3953.3	16.11	33.4	
54.0	Acropora cervicornis	20067.0	4129.1	21.52	36.9	
55.0	Siderastrea spp.	19752.1	4207.8	3.23	7.7	
56.0	Siderastrea spp.	9955.5	2803.1	20.37	18.7	
57.0	Siderastrea spp.	9823.4	3160.8	16.83	17.3	
58.0	Siderastrea spp.	8102.0	2797.0	54.79	32.9	
59.0	Siderastrea spp.	8499.8	3713.0	58.2	32.0	
60.0	Acropora cervicornis	7976.9	3452.6	20.07	36.7	
62.0	Acropora cervicornis	8059.6	3635.7	13.31	25.3	
61.0	Acropora cervicornis	7800.8	3763.9	45.56	65.5	
63.0	Siderastrea spp.	5604.4	3402.9	49.12	36.3	
64.0	Porites astreoides	3482.9	3004.5	32.43	23.3	
65.0	Siderastrea spp.	1379.8	4062.3	40.68	27.0	
66.0	Siderastrea spp.	4044.9	3573.9	22.57	20.7	
67.0	Siderastrea spp.	4489.5	3388.3	7.19	10.6	
68.0	Stephannocoenia intersepta	3621.4	3363.2	8.93	12.1	
69.0	Acropora cervicornis	2265.1	4287.0	9.22	22.3	
70.0	Acropora cervicornis	2374.0	4365.1	8.55	18.2	
71.0	Acropora cervicornis	2290.2	4572.1	11.04	18.5	
72.0	Acropora cervicornis	2399.1	4533.8	6.22	14.9	
73.0	Acropora cervicornis	2329.8	4691.9	9.39	16.0	
74.0	Siderastrea spp.	3805.5	4761.8	143.5	48.4	
75.0	Dichocoenia stokesii	4016.2	4672.5	10.55	13.0	
76.0	Siderastrea spp.	6144.1	4929.4	8.18	14.4	
77.0	Siderastrea spp.	6028.4	4927.4	3.02	7.9	
78.0	Siderastrea spp.	7436.9	4313.7	6.62	12.9	
79.0	Siderastrea spp.	7536.3	4459.8	9.05	14.4	
80.0	Stephannocoenia intersepta	8967.8	4165.4	63.96	37.6	
81.0	Stephannocoenia intersepta	10204.6	4258.1	44.99	31.9	
82.0	Siderastrea spp.	10186.5	4814.4	23.64	19.9	
83.0	Siderastrea spp.	21387.0	4481.5	48.27	35.1	
84.0	Acropora cervicornis	22708.8	4603.3	36.91	51.3	
85.0	Siderastrea spp.	26832.0	4981.4	54.08	29.7	
86.0	Siderastrea spp.	28946.3	3840.6	12.36	14.8	
87.0	Diploria labyrinthiformis	28601.1	5080.4	246.28	67.7	
88.0	Acropora cervicornis	24006.4	4841.0	21.59	38.6	
89.0	Acropora cervicornis	24217.5	4868.8	9.39	19.9	
90.0	Acropora cervicornis	24330.0	5001.5	16.87	30.3	
91.0	Acropora cervicornis	24070.2	5049.3	8.84	24.2	
92.0	Acropora cervicornis	24198.8	5120.0	11.12	21.0	
93.0	Orbicella faveolata	22652.2	5094.0	49.96	31.0	
94.0	Siderastrea spp.	13572.2	4920.2	15.52	19.2	
95.0	Stephannocoenia intersepta	13094.1	4776.6	10.15	14.1	
96.0	Siderastrea spp.	12911.3	5209.7	24.87	21.5	
97.0	Siderastrea spp.	13072.9	5375.5	43.44	27.5	
98.0	Siderastrea spp.	10512.9	5265.0	35.1	24.0	
99.0	Siderastrea spp.	10450.3	5388.1	9.64	15.6	
100.0	Siderastrea spp.	8997.6	5318.9	22.26	23.0	
101.0	Siderastrea spp.	4152.9	5165.0	14.82	19.8	
102.0	Siderastrea spp.	2052.5	5083.4	32.87	25.2	
103.0	Acropora cervicornis	1880.0	6004.0	9.72	21.0	
104.0	Acropora cervicornis	2390.0	6261.8	9.28	17.9	
105.0	Acropora cervicornis	2425.7	6509.4	26.46	44.8	
106.0	Acropora cervicornis	2589.9	6216.7	12.21	25.1	
107.0	Acropora cervicornis	2723.2	6342.8	16.08	30.7	
108.0	Siderastrea spp.	3010.0	6540.0	68.59	36.5	
109.0	Acropora cervicornis	4245.4	5428.3	6.71	15.7	
110.0	Acropora cervicornis	4434.6	5556.0	9.91	20.2	
111.0	Acropora cervicornis	4333.7	5670.1	8.58	19.2	
112.0	Acropora cervicornis	4454.5	5670.9	11.14	22.7	
113.0	Acropora cervicornis	4363.5	5924.2	19.08	37.7	
114.0	Acropora cervicornis	5819.3	6019.1	5.78	14.7	
115.0	Acropora cervicornis	6073.7	6273.2	50.64	86.5	
